net_manager,street,house_number,zipcode,city,annual_consume,annual_produce
Enexis B.V.,Schaepmanborch,10,5241HM,ROSMALEN,157.84375,0
Enexis B.V.,Valkeniersingel,39,5241JA,ROSMALEN,253.6363636,0
Enexis B.V.,Jupitersingel,148,5241JE,ROSMALEN,385.6666667,219.83
Enexis B.V.,Klaroenstraat,76,5241JM,ROSMALEN,185.25,0
Enexis B.V.,Saturnussingel,46,5241JP,ROSMALEN,238.0454545,0
Enexis B.V.,Jagersbosstraat,3,5241JT,ROSMALEN,1068.846154,0
Enexis B.V.,Jagersingel,136,5241JV,ROSMALEN,94.77777778,0
Enexis B.V.,Houtvesterstraat,45,5241JX,ROSMALEN,278.7058824,0
Enexis B.V.,Terpeborch,83,5241KA,ROSMALEN,84.36,0
Enexis B.V.,Birgittinessenborch,124,5241KD,ROSMALEN,85.48387097,90.61290323
Enexis B.V.,Augustinessenborch,94,5241KG,ROSMALEN,158.5,0
Enexis B.V.,Norbertijnenborch,142,5241KH,ROSMALEN,150.16,0
Enexis B.V.,Kruisherenborch,15,5241KJ,ROSMALEN,91.28947368,0
Enexis B.V.,Kartuizersborch,149,5241KL,ROSMALEN,137.5142857,0
Enexis B.V.,Benedictijnenborch,21,5241KR,ROSMALEN,208.5,0
Enexis B.V.,Franciscanenborch,2,5241KS,ROSMALEN,370.5,0
Enexis B.V.,Trappistenborch,40,5241KW,ROSMALEN,119.3611111,0
Enexis B.V.,Diamantborch,13,5241LB,ROSMALEN,244.1052632,0
Enexis B.V.,Toermalijnborch,145,5241LE,ROSMALEN,448.3636364,0
Enexis B.V.,Rietbeemdenborch,37,5241LG,ROSMALEN,1136.333333,0
Enexis B.V.,Smaragdborch,48,5241LH,ROSMALEN,330.3076923,0
Enexis B.V.,Parelborch,87,5241LJ,ROSMALEN,309.2,0
Enexis B.V.,Robijnborch,17,5241LK,ROSMALEN,515.0555556,36.05388889
Enexis B.V.,Saffierborch,58,5241LL,ROSMALEN,985,0
Enexis B.V.,Creijenhoek,126,5241LP,ROSMALEN,215.6315789,0
Enexis B.V.,Tivoliweg,20,5241NC,ROSMALEN,248.0869565,47.13652174
Enexis B.V.,Burg Nieuwenhuijzenstr,57,5241TB,ROSMALEN,373.7692308,0
Enexis B.V.,van Meeuwenstraat,95,5241TE,ROSMALEN,409.3636364,0
Enexis B.V.,Verlengde van Meeuwenstr,102,5241TG,ROSMALEN,158.4054054,52.27378378
Enexis B.V.,De Driesprong,15,5241TJ,ROSMALEN,431.8387097,0
Enexis B.V.,Achter de Driesprong,11,5241TK,ROSMALEN,257.3333333,0
Enexis B.V.,Schutterstraat,112,5241TS,ROSMALEN,138.2857143,35.95428572
Enexis B.V.,Lambertusterp,25,5241VC,ROSMALEN,160.1176471,0
Enexis B.V.,Rodenborchweg,31,5241VM,ROSMALEN,188.45,0
Enexis B.V.,Fort Alexanderstraat,123,5241XE,ROSMALEN,213.1111111,147.0466667
Enexis B.V.,Heer en Beekstraat,41,5242AB,ROSMALEN,272.2424242,0
Enexis B.V.,Rector Zwijsenlaan,95,5242AE,ROSMALEN,188.3255814,0
Enexis B.V.,Driebergenlaan,131,5242AM,ROSMALEN,852.75,306.99
Enexis B.V.,Van Oldenbarneveltlaan,3,5242AP,ROSMALEN,93.14,0
Enexis B.V.,Burgemeester Mazairacln,60,5242AV,ROSMALEN,429.1052632,0
Enexis B.V.,Maarten Tromplaan,44,5242AW,ROSMALEN,859.2,0
Enexis B.V.,Jan Evertsenlaan,45,5242AX,ROSMALEN,380.3157895,0
Enexis B.V.,Burgemeester Siepkensln,73,5242BA,ROSMALEN,540.1818182,0
Enexis B.V.,Jan van Amstellaan,21,5242BC,ROSMALEN,353.7692308,0
Enexis B.V.,Witte de Withlaan,55,5242BG,ROSMALEN,231.0869565,43.90652174
Enexis B.V.,Michiel de Ruyterlaan,9,5242BM,ROSMALEN,229,29.77
Enexis B.V.,Bisschop-Bekkerslaan,109,5242BN,ROSMALEN,205.5714286,226.1285715
Enexis B.V.,Parkweg,109,5242CA,ROSMALEN,286.6315789,194.9094737
Enexis B.V.,Jacob Catsstraat,94,5242CC,ROSMALEN,154.6666667,160.8533334
Enexis B.V.,Huygensstraat,80,5242CL,ROSMALEN,305.125,0
Enexis B.V.,van der Leeuwstraat,8,5242CR,ROSMALEN,173.88,0
Enexis B.V.,Herman de Manlaan,107,5242CW,ROSMALEN,305.6666667,0
Enexis B.V.,Gerard Bruningstraat,132,5242CX,ROSMALEN,254.6111111,0
Enexis B.V.,Molenhoekpassage,24,5242CZ,ROSMALEN,1582.0625,189.8475
Enexis B.V.,Slauerhoffstraat,66,5242EA,ROSMALEN,232.2105263,0
Enexis B.V.,Felix Timmermanslaan,45,5242EH,ROSMALEN,380.6363636,0
Enexis B.V.,Jacq Perkstraat,144,5242GA,ROSMALEN,151.1034483,0
Enexis B.V.,Bartholdylaan,127,5242HP,ROSMALEN,323.2,58.176
Enexis B.V.,Hoefberg,145,5242JA,ROSMALEN,237.5454545,166.2818182
Enexis B.V.,Zandbergen,78,5242JB,ROSMALEN,302.7619048,0
Enexis B.V.,St. Brigittastraat,140,5242JD,ROSMALEN,182.6470588,0
Enexis B.V.,Heirust,92,5242JJ,ROSMALEN,376.6875,0
Enexis B.V.,Graafsebaan,6,5242JM,ROSMALEN,323.0689655,0
Enexis B.V.,Heibloem,143,5242JR,ROSMALEN,483.4,0
Enexis B.V.,Tielekeshoeven,134,5242KA,ROSMALEN,247.4,51.954
Enexis B.V.,Eikakkerhoeven,105,5242KJ,ROSMALEN,201.6363636,0
Enexis B.V.,Buskeshoeven,135,5242KN,ROSMALEN,192.375,0
Enexis B.V.,Bruggen,135,5243RA,ROSMALEN,239.4545455,0
Enexis B.V.,Vliertwijksestraat,111,5243RG,ROSMALEN,239.7037037,0
Enexis B.V.,Eikenhof,99,5243RJ,ROSMALEN,191,0
Enexis B.V.,Sprokkelboschstraat,66,5243RK,ROSMALEN,213.7916667,0
Enexis B.V.,Hondsberg,142,5243RL,ROSMALEN,1000.4,0
Enexis B.V.,Bruggensestraat,20,5243RM,ROSMALEN,782.0769231,602.1992308
Enexis B.V.,Kattenbosch,31,5243SE,ROSMALEN,121.375,0
Enexis B.V.,Geenbergenstraat,54,5243SM,ROSMALEN,388.4,0
Enexis B.V.,Burgemeester van Erpstr,53,5243TH,ROSMALEN,173.65,69.46
Enexis B.V.,Dokter Andereggstraat,145,5243TJ,ROSMALEN,217.6,0
Enexis B.V.,Pastoor Coolenstraat,2,5243TK,ROSMALEN,156.9047619,0
Enexis B.V.,Dokter Hanegraaffstraat,1,5243VJ,ROSMALEN,116.3913043,0
Enexis B.V.,Deken Fritsenstraat,51,5243VL,ROSMALEN,453.6923077,0
Enexis B.V.,Smidshofke,70,5243VN,ROSMALEN,106.8857143,96.19714287
Enexis B.V.,Pastoor Hordijkstraat,119,5243VV,ROSMALEN,307.4736842,0
Enexis B.V.,Luyckershofke,149,5243WB,ROSMALEN,166.2413793,0
Enexis B.V.,Cerberusstraat,147,5243XA,ROSMALEN,214.125,0
Enexis B.V.,Heliusstraat,23,5243XB,ROSMALEN,176.3913043,0
Enexis B.V.,Medusastraat,52,5243XE,ROSMALEN,231.25,99.4375
Enexis B.V.,Orpheusstraat,41,5243XG,ROSMALEN,191.3181818,40.17681818
Enexis B.V.,Wethouder Noppenlaan,93,5243XL,ROSMALEN,149.3333333,0
Enexis B.V.,Wethouder Tiboschplein,51,5243XS,ROSMALEN,99.84210526,0
Enexis B.V.,T.M. Kortenhorstlaan,19,5244GD,ROSMALEN,137.48,0
Enexis B.V.,Heihoeven,63,5244GJ,ROSMALEN,148.7916667,0
Enexis B.V.,Sluiskeshoeven,94,5244GM,ROSMALEN,313.1,0
Enexis B.V.,Maaslandhoeven,104,5244GS,ROSMALEN,242.8518519,60.71296298
Enexis B.V.,Vliertjeshoeven,127,5244GT,ROSMALEN,671.1,147.642
Enexis B.V.,Bremhoeven,42,5244GV,ROSMALEN,198.7307692,0
Enexis B.V.,Sparrenhoeven,116,5244GX,ROSMALEN,387.75,0
Enexis B.V.,Kempenhoeven,46,5244HA,ROSMALEN,153.7894737,83.0463158
Enexis B.V.,Peelhoeven,133,5244HC,ROSMALEN,206.4545455,194.0672728
Enexis B.V.,Ruttenhofstraat,124,5244HD,ROSMALEN,177.8333333,0
Enexis B.V.,Brabanthoeven,94,5244HE,ROSMALEN,156.1538462,0
Enexis B.V.,Meierijhoeven,68,5244HS,ROSMALEN,50.80952381,0
Enexis B.V.,Baroniehoeven,23,5244HX,ROSMALEN,203.6363636,0
Enexis B.V.,Sparrenburgstraat,5,5244JC,ROSMALEN,137.5957447,0
Enexis B.V.,Burg. Molenaarhoeven,40,5244JH,ROSMALEN,121.8518519,40.21111113
Enexis B.V.,Gastenberg,7,5244JN,ROSMALEN,121.7826087,0
Enexis B.V.,Waterkant,58,5244NL,ROSMALEN,182.1111111,78.30777777
Enexis B.V.,Staccatostraat,72,5245AB,ROSMALEN,129.7916667,0
Enexis B.V.,Nocturneweg,102,5245AG,ROSMALEN,111.7333333,0
Enexis B.V.,Groote Wielenlaan,76,5245AP,ROSMALEN,43.18181818,24.61363636
Enexis B.V.,Coupletweg,113,5245BA,ROSMALEN,79.02857143,0
Enexis B.V.,Ariastraat,48,5245BC,ROSMALEN,91.77419355,0
Enexis B.V.,Refreinstraat,67,5245BD,ROSMALEN,144.9,0
Enexis B.V.,Chansonstraat,28,5245BG,ROSMALEN,130.8636364,0
Enexis B.V.,Tertsweg,131,5245BH,ROSMALEN,138.7142857,0
Enexis B.V.,Rapsodieweg,16,5245BK,ROSMALEN,110.2222222,0
Enexis B.V.,Melodiehof,66,5245BP,ROSMALEN,125,0
Enexis B.V.,Westeind,65,5245NL,ROSMALEN,1641.277778,1395.086111
Enexis B.V.,Christiaan Kannemansstr,52,5246AB,ROSMALEN,149.5652174,0
Enexis B.V.,Hintham,149,5246AC,ROSMALEN,382.3157895,0
Enexis B.V.,Henri Bayensstraat,38,5246AL,ROSMALEN,284.8695652,282.0208695
Enexis B.V.,Annapark,150,5246AN,ROSMALEN,160.8076923,157.5915385
Enexis B.V.,Sint-Antoniusstraat,102,5246AP,ROSMALEN,250.8461538,0
Enexis B.V.,De Hoge Schans,62,5246AR,ROSMALEN,92.38461538,0
Enexis B.V.,Nicolaas Fierlantsstraat,115,5246BA,ROSMALEN,81.96296296,0
Enexis B.V.,Fort Prins Willem,116,5246BC,ROSMALEN,86.20930233,0
Enexis B.V.,De Engstoep,129,5246BD,ROSMALEN,62.50746269,0
Enexis B.V.,Hoogveld,120,5246BE,ROSMALEN,79.74074074,0
Enexis B.V.,Jan Heijmanslaan,81,5246BH,ROSMALEN,172.3125,0
Enexis B.V.,Pastoor van Thiellaan,108,5246BN,ROSMALEN,115.1578947,0
Enexis B.V.,Hendrik Wiegersmalaan,121,5246CA,ROSMALEN,129.9655172,0
Enexis B.V.,Lucas Gasselstraat,121,5246CD,ROSMALEN,122.2380952,0
Enexis B.V.,Cornelis Bosstraat,134,5246CH,ROSMALEN,139.05,0
Enexis B.V.,Godfried Schalkenstraat,57,5246CL,ROSMALEN,104.75,43.995
Enexis B.V.,Jan Krusemanstraat,55,5246CP,ROSMALEN,82.25,0
Enexis B.V.,Emanuel van der Venstr,112,5246CS,ROSMALEN,350.8571429,0
Enexis B.V.,Bastiaan de Poorterstr,48,5246CT,ROSMALEN,225.8461538,0
Enexis B.V.,De Josselin de Jongstr,142,5246EA,ROSMALEN,179.8636364,118.71
Enexis B.V.,Joseph Knipstraat,92,5246EG,ROSMALEN,145.7619048,0
Enexis B.V.,Gerard van Dinterstraat,12,5246EK,ROSMALEN,205.9333333,0
Enexis B.V.,Hendrik Chabotstraat,146,5246EL,ROSMALEN,269.9230769,0
Enexis B.V.,Herman Moerkerklaan,10,5246GD,ROSMALEN,315.3076923,0
Enexis B.V.,Karel Ensinckstraat,86,5246GK,ROSMALEN,245.1764706,0
Enexis B.V.,Willem van Geldorpstraat,53,5246GN,ROSMALEN,185.1428571,114.7885714
Enexis B.V.,Petrus van Schendelstr,37,5246GP,ROSMALEN,306.4545455,0
Enexis B.V.,Pieter Kleijnstraat,58,5246GS,ROSMALEN,291.875,0
Enexis B.V.,Christoffel Wuststraat,42,5246GV,ROSMALEN,333.1538462,156.5823077
Enexis B.V.,Quirijn v Amelsfoortstr,135,5246GX,ROSMALEN,260.2666667,0
Enexis B.V.,Johan Enthovenstraat,59,5246HA,ROSMALEN,185.3043478,0
Enexis B.V.,Pastoor de Leijerstraat,43,5246HB,ROSMALEN,161.1290323,0
Enexis B.V.,De Kleine Elst,116,5246JH,ROSMALEN,888.8,0
Enexis B.V.,De Grote Elst,43,5246JR,ROSMALEN,1895.090909,549.5763636
Enexis B.V.,Stadionlaan,9,5246JT,ROSMALEN,694.0952381,145.76
Enexis B.V.,Pastoor Hoekx-singel,68,5246PB,ROSMALEN,252.2,204.282
Enexis B.V.,Meester Broerensingel,13,5246RA,ROSMALEN,281.8888889,0
Enexis B.V.,Christinastate,123,5246TA,ROSMALEN,68.95652174,16.54956522
Enexis B.V.,Sint Jorisstate,78,5246TC,ROSMALEN,222.8333333,0
Enexis B.V.,Prins Clausstraat,112,5246TE,ROSMALEN,217.6842105,4.35368421
Enexis B.V.,Jan Frankenstraat,93,5246VA,ROSMALEN,170.2083333,27.23333333
Enexis B.V.,Jan van Delftstraat,70,5246VG,ROSMALEN,93.75862069,0
Enexis B.V.,Paul Rinkstraat,43,5246VK,ROSMALEN,142.8,0
Enexis B.V.,Henricus Turkenstraat,3,5246VL,ROSMALEN,132.3478261,0
Enexis B.V.,Ernst Bagelaarstraat,75,5246VM,ROSMALEN,246.3636364,160.1363637
Enexis B.V.,Tweeberg,150,5246XL,ROSMALEN,370.8,0
Enexis B.V.,Hooiwagen,2,5247HA,ROSMALEN,165.9285714,0
Enexis B.V.,Uilennest,26,5247HB,ROSMALEN,340.5,0
Enexis B.V.,Keisnijder,16,5247HC,ROSMALEN,347.4285714,0
Enexis B.V.,Narrenschip,147,5247HD,ROSMALEN,197.5263158,0
Enexis B.V.,Spirealaan,90,5247HG,ROSMALEN,82.53488372,0
Enexis B.V.,Galigaanstraat,130,5247HM,ROSMALEN,177.3913043,0
Enexis B.V.,Goudveilstraat,30,5247HP,ROSMALEN,296.0714286,127.3107143
Enexis B.V.,Wildeweitstraat,23,5247HT,ROSMALEN,164.4545455,0
Enexis B.V.,Sterrekroospad,5,5247HW,ROSMALEN,52.72340426,0
Enexis B.V.,Deltapark,18,5247JV,ROSMALEN,392.5,0
Enexis B.V.,Indigoweg,48,5247KA,ROSMALEN,170.6071429,0
Enexis B.V.,Amberstraat,44,5247KC,ROSMALEN,297.8461538,0
Enexis B.V.,Siennastraat,128,5247KD,ROSMALEN,326.5,0
Enexis B.V.,Karmozijnstraat,47,5247KE,ROSMALEN,150.0588235,0
Enexis B.V.,Erebiastraat,70,5247KJ,ROSMALEN,174.3157895,8.715789475
Enexis B.V.,Pauwoogpad,4,5247KK,ROSMALEN,284.5384615,0
Enexis B.V.,Koningspagestraat,30,5247KL,ROSMALEN,140.96,0
Enexis B.V.,Schilddragerstraat,119,5247KM,ROSMALEN,245.7333333,0
Enexis B.V.,Volgelingstraat,132,5247KN,ROSMALEN,74.5,0
Enexis B.V.,Zilvervlekpad,44,5247KT,ROSMALEN,255.8333333,266.0666666
Enexis B.V.,Grote Pagestraat,55,5247KV,ROSMALEN,164.2173913,0
Enexis B.V.,Keizersmantelstraat,14,5247KW,ROSMALEN,380.2307692,0
Enexis B.V.,Roomvlekpad,98,5247KX,ROSMALEN,59.42105263,34.46421053
Enexis B.V.,De Bark,86,5247LB,ROSMALEN,262.4166667,0
Enexis B.V.,De Barkentijn,15,5247LC,ROSMALEN,268.1875,0
Enexis B.V.,Het Bezaan,56,5247LD,ROSMALEN,139.5833333,0
Enexis B.V.,Het Blokschip,26,5247LG,ROSMALEN,398.5,0
Enexis B.V.,De Bonnet,82,5247LH,ROSMALEN,327.1176471,0
Enexis B.V.,De Boeier,103,5247LJ,ROSMALEN,400.7,0
Enexis B.V.,De Brigantijn,105,5247LK,ROSMALEN,427.1764706,0
Enexis B.V.,Het Brikzeil,80,5247LL,ROSMALEN,233.5769231,0
Enexis B.V.,De Buis,37,5247LN,ROSMALEN,388.0909091,0
Enexis B.V.,De Blauwe Oever,61,5247MA,ROSMALEN,209.5416667,213.7325
Enexis B.V.,De Rietdam,129,5247MB,ROSMALEN,478.0714286,0
Enexis B.V.,De Kreekdam,90,5247MC,ROSMALEN,581.3333333,0
Enexis B.V.,De Wieldam,45,5247MD,ROSMALEN,237.55,0
Enexis B.V.,De Beekdam,116,5247ME,ROSMALEN,225.0714286,0
Enexis B.V.,De Vijverdam,10,5247MG,ROSMALEN,248.5,0
Enexis B.V.,De Meerdam,8,5247MH,ROSMALEN,371.3333333,0
Enexis B.V.,De Eendrachtswerf,30,5247MJ,ROSMALEN,97.07692308,59.21692308
Enexis B.V.,De Poseidonwerf,138,5247MK,ROSMALEN,262.3157895,0
Enexis B.V.,De Vrijheidswerf,32,5247MN,ROSMALEN,436.5,0
Enexis B.V.,De Zonkade,4,5247MP,ROSMALEN,133.6451613,77.51419355
Enexis B.V.,De Sterkade,110,5247MR,ROSMALEN,305.5,0
Enexis B.V.,De Regenboogkade,38,5247MT,ROSMALEN,404.5,254.835
Enexis B.V.,De Dauwkade,136,5247MV,ROSMALEN,168.5238095,0
Enexis B.V.,Slagkampweg,123,5247ND,ROSMALEN,254.5555556,0
Enexis B.V.,Dommelborch,4,5247SB,ROSMALEN,145.3809524,36.3452381
Enexis B.V.,Diezeborch,31,5247SK,ROSMALEN,126.8666667,43.13466668
Enexis B.V.,Markborch,135,5247SL,ROSMALEN,303.5625,0
Enexis B.V.,Leyborch,114,5247SM,ROSMALEN,200.6470588,0
Enexis B.V.,Maasborch,52,5247SP,ROSMALEN,172.7037037,0
Enexis B.V.,Dintelborch,48,5247SV,ROSMALEN,186.952381,0
Enexis B.V.,Aaborch,13,5247SW,ROSMALEN,195.2857143,0
Enexis B.V.,Sperwerborch,55,5247TA,ROSMALEN,146.0769231,20.45076923
Enexis B.V.,Leeuwerikborch,43,5247TC,ROSMALEN,230.9285714,0
Enexis B.V.,Reigerborch,9,5247TD,ROSMALEN,156.8,0
Enexis B.V.,Gruttoborch,92,5247TG,ROSMALEN,212.6,0
Enexis B.V.,Kievitborch,135,5247TH,ROSMALEN,171.9090909,0
Enexis B.V.,Zwaluwborch,60,5247TK,ROSMALEN,274,0
Enexis B.V.,Zalmborch,130,5247VD,ROSMALEN,86.53333333,20.768
Enexis B.V.,Karperborch,30,5247VJ,ROSMALEN,126.3939394,0
Enexis B.V.,Zeeltborch,22,5247VK,ROSMALEN,106.0227273,107.0829546
Enexis B.V.,Oosteinderweg,42,5247WB,ROSMALEN,655.6363636,0
Enexis B.V.,De Hoge Kamp,107,5247WH,ROSMALEN,280.4285714,210.3214286
Enexis B.V.,De Hoekkamp,105,5247WJ,ROSMALEN,181.25,143.1875
Enexis B.V.,De Oude Kamp,51,5247WK,ROSMALEN,165,110.55
Enexis B.V.,Zuster Gertrudosingel,65,5247WL,ROSMALEN,97.4,0
Enexis B.V.,Meester van Ierselstraat,80,5247WP,ROSMALEN,182.75,0
Enexis B.V.,Meester Penningsstraat,103,5247WR,ROSMALEN,141.44,0
Enexis B.V.,Meester Ceelensingel,45,5247WS,ROSMALEN,229.1818182,0
Enexis B.V.,Walessingel,62,5247WT,ROSMALEN,221.6521739,0
Enexis B.V.,Polenstraat,6,5247WV,ROSMALEN,153,9.18
Enexis B.V.,Engelandstraat,61,5247WX,ROSMALEN,185.1428571,157.3714285
Enexis B.V.,Canadasingel,38,5247WZ,ROSMALEN,155.8863636,0
Enexis B.V.,Anne Frankstraat,150,5247XA,ROSMALEN,305.4210526,210.7405263
Enexis B.V.,Christina Enselsingel,142,5247XD,ROSMALEN,343.4,171.7
Enexis B.V.,Wim Kansingel,54,5247XE,ROSMALEN,456.0909091,0
Enexis B.V.,Heintje Davidsstraat,103,5247XG,ROSMALEN,260.8421053,0
Enexis B.V.,Ko van Dijkstraat,48,5247XK,ROSMALEN,422.9,0
Enexis B.V.,Abe Lenstrasingel,116,5247XL,ROSMALEN,351.4166667,42.17
Enexis B.V.,Max Euwestraat,38,5247XM,ROSMALEN,281.7058824,0
Enexis B.V.,Gerrit Schultestraat,113,5247XN,ROSMALEN,191.6842105,0
Enexis B.V.,Wambergstraat,142,5247XR,ROSMALEN,120.1621622,31.24216217
Enexis B.V.,Maliskampsestraat,41,5248AC,ROSMALEN,258.8125,113.8775
Enexis B.V.,Platanenlaan,62,5248AH,ROSMALEN,248.9130435,0
Enexis B.V.,Milla de Kampenstraat,32,5248AP,ROSMALEN,174.2272727,0
Enexis B.V.,Sint Jozefstraat,109,5248AT,ROSMALEN,485.7,0
Enexis B.V.,Eikenburglaan,59,5248BK,ROSMALEN,328.4285714,0
Enexis B.V.,Veedijk,135,5248NM,ROSMALEN,700.0833333,714.085
Enexis B.V.,Sportpark Maliskamp,56,5248NS,ROSMALEN,279.2777778,0
Enexis B.V.,Kievitsven,70,5249JK,ROSMALEN,310,0
Enexis B.V.,Vinkenveld,80,5249JM,ROSMALEN,866.3571429,892.3478572
Enexis B.V.,Huisbergenweg,6,5249JR,ROSMALEN,375.6,0
Enexis B.V.,Hofkesweg,6,5249JW,ROSMALEN,675.6875,0
Enexis B.V.,Vreeweg,42,5249PG,ROSMALEN,266.64,285.3048
Enexis B.V.,Grote Kerk,128,5249RK,VLIJMEN,81.51351351,27.71459459
Enexis B.V.,De Akker,64,5251AB,VLIJMEN,906.25,0
Enexis B.V.,Oliemaat,133,5251AD,VLIJMEN,82.11627907,0
Enexis B.V.,Ekelaarlaan,108,5251AK,VLIJMEN,292.4166667,0
Enexis B.V.,Papensteeg,31,5251AL,VLIJMEN,129.4814815,0
Enexis B.V.,Monseigneur v Kesselstr,44,5251AW,VLIJMEN,456.8,0
Enexis B.V.,O.L.V. Schutsstraat,32,5251AZ,VLIJMEN,154.28,0
Enexis B.V.,Van Barneveltstraat,15,5251BG,VLIJMEN,158.05,0
Enexis B.V.,Ossewaardestraat,119,5251BH,VLIJMEN,255.1538462,0
Enexis B.V.,Van Cronenburgstraat,144,5251BJ,VLIJMEN,273.0588235,0
Enexis B.V.,Kees Klerxstraat,134,5251BL,VLIJMEN,32.09411765,0
Enexis B.V.,Heidijk,62,5251BM,VLIJMEN,458.1052632,0
Enexis B.V.,Wolput,45,5251CC,VLIJMEN,403.3809524,0
Enexis B.V.,Burgemeester Zwaansweg,117,5251CJ,VLIJMEN,1242.7,62.135
Enexis B.V.,Burgemeester vd Venstr,142,5251CK,VLIJMEN,245.6,0
Enexis B.V.,Korte Heistraat,84,5251CM,VLIJMEN,133,0
Enexis B.V.,Hopbel,107,5251CS,VLIJMEN,205.6756757,0
Enexis B.V.,Priemsteeg,20,5251CW,VLIJMEN,451.9166667,343.4566667
Enexis B.V.,Hoprank,116,5251CX,VLIJMEN,219.36,0
Enexis B.V.,Burgemeester vd Wielstr,18,5251DB,VLIJMEN,196.7619048,192.8266667
Enexis B.V.,Burg van Heesbeenstraat,109,5251DD,VLIJMEN,265.7333333,0
Enexis B.V.,Schout van Drunenstraat,30,5251DG,VLIJMEN,175.8235294,17.58235294
Enexis B.V.,Burgemeester Cormanstr,119,5251DJ,VLIJMEN,266,0
Enexis B.V.,De Statie,6,5251DK,VLIJMEN,110.4411765,0
Enexis B.V.,De Klok,144,5251DL,VLIJMEN,224.7727273,0
Enexis B.V.,Passepartout,47,5251DZ,VLIJMEN,72.48148148,2.174444444
Enexis B.V.,Norbertusplein,134,5251EE,VLIJMEN,274,279.48
Enexis B.V.,Molenpark,16,5251EG,VLIJMEN,238.3448276,0
Enexis B.V.,Meliestraat,31,5251EH,VLIJMEN,597.2666667,0
Enexis B.V.,Molenhoek,52,5251EK,VLIJMEN,240.5652174,0
Enexis B.V.,Vlijmense Dijk,88,5251EL,VLIJMEN,91.84210526,71.6368421
Enexis B.V.,Chopinlaan,109,5251HB,VLIJMEN,318.9166667,0
Enexis B.V.,Offenbachlaan,25,5251HC,VLIJMEN,347.7,0
Enexis B.V.,Mendelssohnlaan,110,5251HM,VLIJMEN,239,0
Enexis B.V.,Mommersteeg,94,5251HS,VLIJMEN,48.67346939,3.407142857
Enexis B.V.,Jonkheer de la Courtstr,36,5251JD,VLIJMEN,251,0
Enexis B.V.,Parallelweg-West,125,5251JG,VLIJMEN,273.826087,90.36260871
Enexis B.V.,Willem de Zwijgerplein,99,5251JV,VLIJMEN,194.2758621,0
Enexis B.V.,Clauslaan,141,5251KC,VLIJMEN,159.3448276,0
Enexis B.V.,Nassau Dwarsstraat,57,5251KH,VLIJMEN,271.52,0
Enexis B.V.,Vendreef,70,5251KL,VLIJMEN,434.875,0
Enexis B.V.,Pieter Langendijkstraat,120,5251LH,VLIJMEN,197.8333333,63.30666666
Enexis B.V.,Schildersstraat,102,5251MA,VLIJMEN,426.6363636,0
Enexis B.V.,Van Herlaerstraat,42,5251MG,VLIJMEN,387.4166667,0
Enexis B.V.,Theodoor van Thuldenstr,61,5251PH,VLIJMEN,141.4230769,0
Enexis B.V.,De Hoogstraat,106,5251PN,VLIJMEN,269.4166667,0
Enexis B.V.,Burgemeester van Houtpln,72,5251PS,VLIJMEN,881.6111111,0
Enexis B.V.,Konijnenbergstraat,125,5251PW,VLIJMEN,165.8571429,0
Enexis B.V.,Meester Driessenstraat,26,5251RA,VLIJMEN,159.9090909,0
Enexis B.V.,Pastoor Smoldersstraat,90,5251RD,VLIJMEN,131.05,0
Enexis B.V.,Industriepark Vliedberg,112,5251RG,VLIJMEN,197.0666667,70.94400001
Enexis B.V.,Deken van Baarstraat,64,5251RJ,VLIJMEN,250.6086957,40.09739131
Enexis B.V.,Kavreinsestraat,119,5251RL,VLIJMEN,405.2,0
Enexis B.V.,De Roverestraat,44,5251RN,VLIJMEN,509.2727273,0
Enexis B.V.,Vliedbergweg,82,5251RP,VLIJMEN,526.1428571,231.5028571
Enexis B.V.,Marijnenlaan,47,5251SB,VLIJMEN,182.6571429,0
Enexis B.V.,Zijlstralaan,34,5251SE,VLIJMEN,215.125,0
Enexis B.V.,Van Agtlaan,136,5251SG,VLIJMEN,171.7931034,0
Enexis B.V.,Biesheuvellaan,112,5251SK,VLIJMEN,163.7741935,0
Enexis B.V.,Beellaan,124,5251SL,VLIJMEN,249.75,0
Enexis B.V.,De Jonglaan,76,5251SN,VLIJMEN,263.1,0
Enexis B.V.,Den Uylplein,114,5251SR,VLIJMEN,196.5,0
Enexis B.V.,Vlaemsche Hoeve,5,5251SW,VLIJMEN,160.9615385,0
Enexis B.V.,Burg Hoefnagelstraat,111,5251TJ,VLIJMEN,304.5,188.79
Enexis B.V.,Schout Lieshoutstraat,66,5251TN,VLIJMEN,340.0666667,0
Enexis B.V.,Schout van Wijkstraat,73,5251TR,VLIJMEN,253.1333333,0
Enexis B.V.,Voordijk,147,5251TS,VLIJMEN,275.1481481,217.367037
Enexis B.V.,Zuiderpark,132,5251VK,VLIJMEN,350.6315789,0
Enexis B.V.,Antoni Staringlaan,81,5251WD,VLIJMEN,351.35,0
Enexis B.V.,Jacques Perklaan,82,5251WK,VLIJMEN,228.5789474,0
Enexis B.V.,De Schoolmeesterstraat,72,5251WN,VLIJMEN,324.9333333,0
Enexis B.V.,Einsteinlaan,76,5251XB,VLIJMEN,134.9259259,0
Enexis B.V.,Sternlaan,135,5251XC,VLIJMEN,188.3571429,0
Enexis B.V.,Marconilaan,23,5251XE,VLIJMEN,232,176.32
Enexis B.V.,Rontgenlaan,7,5251XL,VLIJMEN,183.6521739,0
